0	1
1	0.920276
2	0.693817
3	0.356731
4	-0.0372353
5	-0.425264
6	-0.745486
7	-0.946842
8	-0.997227
9	-0.888607
10	-0.6383
11	-0.286219
12	0.111499
13	0.491439
14	0.793021
15	0.968157
16	0.988924
17	0.852009
18	0.579244
19	0.21412
20	-0.185145
21	-0.554889
22	-0.836157
23	-0.984103
24	-0.975136
25	-0.810686
26	-0.516975
27	-0.140833
28	0.257764
29	0.615261
30	0.874657
31	0.994591
32	0.95594
33	0.764867
34	0.451839
35	0.0667655
36	-0.328953
37	-0.672221
38	-0.908305
39	-0.999563
40	-0.931443
41	-0.714807
42	-0.384197
43	0.00767249
44	0.398318
45	0.725453
46	0.936917
47	0.998991
48	0.90178
49	0.660782
50	0.314424
51	-0.0820679
52	-0.465474
53	-0.774662
54	-0.960332
55	-0.99288
56	-0.867116
57	-0.603092
58	-0.242907
59	0.156008
60	0.530049
61	0.819575
62	0.978421
63	0.981262
64	0.827643
65	0.542058
66	0.170044
67	-0.229083
68	-0.591684
69	-0.859942
70	-0.991085
71	-0.964202
72	-0.78358
73	-0.478018
74	-0.0962373
75	0.300888
76	0.650037
77	0.89554
78	0.998252
79	0.941795
80	0.735171
81	0.411326
82	0.021897
83	-0.371024
84	-0.704786
85	-0.926172
86	-0.999882
87	-0.914164
88	-0.682685
89	-0.342354
90	0.0525648
91	0.439102
92	0.755626
93	0.951667
94	0.995968
95	0.881464
96	0.626413
97	0.271483
98	-0.126735
99	-0.504745
100	-0.802275
101	-0.971885
102	-0.98653
103	-0.843875
104	-0.566667
105	-0.199106
106	0.200202
107	0.567589
108	0.844475
109	0.986712
110	0.971621
111	0.801607
112	0.503779
113	0.125625
114	-0.272559
115	-0.627285
116	-0.881992
117	-0.996067
118	-0.951323
119	-0.754892
120	-0.438097
121	-0.0514473
122	0.343405
123	0.683502
124	0.914617
125	0.999899
126	0.925749
127	0.703992
128	0.369985
129	-0.0230157
130	-0.412346
131	-0.735929
132	-0.94217
133	-0.998185
134	-0.895042
135	-0.649187
136	-0.299821
137	0.097351
138	0.479
139	0.784274
140	0.964498
141	0.990935
142	0.85937
143	0.590781
144	0.227994
